id,Face
1211,:◉o˘|
1212,{^ᆺ¬}
1213,✿¬.¬|
1214,✿˘.◉}
1215,{⚆ᆺʘ}
1216,|^.ಠ}
1217,:^ᆺ⚆}
1218,{⊙.¬}
1219,(¬.◉}
1220,(^.⚆|
1221,|♥.¬}
1222,|ಠ.◉}
1223,ʕ¬.^}
1224,[Xo⚆}
1225,[◉.^|
1226,|⚆.⊙|
1227,[◉.^|
1228,|˘ʖ^|
1229,✿ಠ.ಠ}
1230,|^ʖ˘:
1231,(⚆.ಠ:
1232,|ಠ.ಠ✿
1233,(ಠʖ¬}
1234,|^.⊙|
1235,|ʘ.^|
1236,꒰◕益◉|
1237,[⚆.¬|
1238,|¬.¬}
1239,|⊙.⚆}
1240,{◉.¬}
1241,ʕ⚆o◉|
1242,[◉.◉}
1243,:⚆.ಠ}
1244,(^.X}
1245,✿⊙.˘}
1246,[♥.˘|
1247,[¬ʖ¬}
1248,|ಥ.⊙}
1249,[◉ᆺ⚆|
1250,|^.👁|
1251,|ಠ.♥:
1252,|¬益◉}
1253,|⚆.¬}
1254,✿¬.˘:
1255,|^.˘}
1256,[¬.^}
1257,|⊙.ಠ}
1258,(ʘo˘|
1259,{⊙.◉}
1260,[X.⚆}
1261,ʕ˘.^}
1262,|^.ಠ}
1263,|˘.⚆}
1264,[^ᴥX|
1265,(ಠoಠ|
1266,|♥ᆺ^:
1267,{◉oX|
1268,|˘.X}
1269,(^.^|
1270,(^.^:
1271,|⊙o⊙꒱
1272,(^.¬}
1273,(⚆.◉}
1274,(◕.◉}
1275,|♥.◉|
1276,|⚆.⊙}
1277,:⚆.ಠ:
1278,|˘.ʘ}
1279,|⊙.˘ʔ
1280,[^.ಥ}
1281,{˘o¬}
1282,✿¬.ಥ:
1283,:^.¬}
1284,|˘.^|
1285,[👁.¬}
1286,(ಠ.⊙}
1287,|⚆.⊙}
1288,(ಠo˘|
1289,(^.X|
1290,{◉.^|
1291,[◕.⚆}
1292,|ʘ.⊙꒱
1293,|˘ʖX|
1294,[⚆.˘}
1295,(¬ᆺಥ}
1296,:¬.¬|
1297,{⚆益◉}
1298,{⊙o¬|
1299,(X益⚆}
1300,:^.⊙}
1301,{◉෴ಠ꒱
1302,✿ʘ.^}
1303,[^.^}
1304,(^.⊙}
1305,|X.◉ʔ
1306,{⚆.˘}
1307,{˘.◉}
1308,✿¬.¬}
1309,|¬.X}
1310,|♥o⚆}
1311,{˘.^}
1312,{ಥᆺ^}
1313,|¬.^|
1314,|⊙.^}
1315,(ಠ.⚆}
1316,:ಠᆺಠ}
1317,[◉.X꒱
1318,{◉.^}
1319,[ʘ.⊙}
1320,(X.X|
1321,{^ʖ⚆|
1322,[⊙o⊙}
1323,:^.ಠ}
1324,:◕oʘ}
1325,|Xo⚆}
1326,{⊙෴👁}
1327,(ಠ.⚆:
1328,{ಥ.¬}
1329,[^o◉}
1330,(¬.♥|
1331,:¬o⊙:
1332,|⚆.^}
1333,꒰¬.¬}
1334,[⚆.˘꒱
1335,[^.◉|
1336,{⚆.ಠ}
1337,(⊙ᆺ¬}
1338,(ಠᆺ¬}
1339,|^.¬}
1340,(◉.^}
1341,(˘.⚆|
1342,{◉.^}
1343,|¬.ʘ}
1344,[⊙.ಠ}
1345,[˘.⚆|
1346,(^.^}
1347,|˘.⚆|
1348,|Xʖ˘:
1349,|⚆.◉|
1350,|👁.⚆}
1351,(¬ʖ^}
1352,ʕಠ.¬|
1353,:⚆.¬}
1354,|¬.¬}
1355,|¬ᆺ^}
1356,|˘.⚆|
1357,[^ʖ^:
1358,|˘.¬}
1359,(ಠ.˘}
1360,(👁o⚆}
1361,[˘o⚆}
1362,{^.⚆}
1363,:˘益ಠ|
1364,:^.⚆|
1365,[◉ᆺ¬}
1366,|X.ಠ}
1367,{^.˘✿
1368,✿♥.ಠ}
1369,|◉.◉}
1370,|˘.^}
1371,[ಠo⊙:
1372,|⚆.👁|
1373,(⚆.^}
1374,|⚆.⚆}
1375,(¬ᆺ◉|
1376,|¬o◉}
1377,(ಥ.ಠ}
1378,[¬.˘}
1379,꒰^.ಠ}
1380,{Xo¬}
1381,[¬.◉}
1382,|ಠ.^}
1383,꒰¬ʖ⚆}
1384,|ʘ.˘}
1385,|ʘ.˘}
1386,{¬o⚆✿
1387,꒰¬益◉}
1388,(^o⊙}
1389,{⊙.⚆}
1390,(⊙.^}
1391,[⊙.ಠ}
1392,[ಠ.˘}
1393,(◉.^|
1394,|¬.^|
1395,{¬.¬}
1396,[⊙.¬}
1397,(˘.^:
1398,[ʘo˘:
1399,{ಠ.¬}
1400,|◉oX|
1401,|¬.¬}
1402,:ಥ.◉}
1403,|ಠo˘}
1404,{ʘ෴⚆|
1405,[⊙.◉}
1406,[^.ಠ|
1407,|^.ಠ}
1408,(^.¬}
1409,[⚆oX|
1410,:ಠ.ಠ}
1411,|¬o◉}
1412,|👁.◉}
1413,:⚆.◉}
1414,[^.ಠ:
1415,[X.◉|
1416,|⚆.ಠ}
1417,|ಠo^✿
1418,|⚆.⊙}
1419,(^.^|
1420,(◉o⚆:
1421,[¬.ಠ}
1422,(ಠʖ^}
1423,|¬.˘|
1424,(⊙o¬}
1425,꒰ಥ.⚆}
1426,[˘.⚆|
1427,(^益¬}
1428,(^.˘}
1429,(♥.˘}
1430,{⚆.¬}
1431,(^.◉}
1432,:⚆o˘}
1433,|¬oಠ꒱
1434,(ಠᆺ◉|
1435,:ಠo¬꒱
1436,{⊙.ಠ|
1437,{◉.◕꒱
1438,{^.˘}
1439,{Xoʘ}
1440,:^.ʘ|
1441,꒰^o¬}
1442,{👁ʖ⊙}
1443,|◉o⚆✿
1444,[ಠ.ʘ꒱
1445,(^.◉}
1446,(ʘo^:
1447,{⊙.^|
1448,(ಠ.¬}
1449,(X.◉|
1450,[ʘ.ಠ✿
1451,:Xᆺ⊙}
1452,꒰⊙.⚆ʔ
1453,(⊙.ಠ}
1454,(˘o⚆|
1455,(^.ಠ}
1456,:⚆.⚆:
1457,(ಠ.⚆}
1458,|˘.ʘ|
1459,[¬.^}
1460,[ಠo◉}
1461,[^.¬|
1462,{X.⊙}
1463,{ಠ.◉꒱
1464,(ಥ.¬}
1465,|˘.^}
1466,|⚆.^}
1467,ʕ◉oಠ✿
1468,[👁.⚆}
1469,꒰◉.^}
1470,|⊙.⚆}
1471,|˘.♥:
1472,[ʘᆺ⚆}
1473,{⊙ᴥ¬}
1474,[◉.⊙}
1475,:⊙ᆺ⚆✿
1476,(⚆o◉|
1477,{⚆.˘|
1478,{ಠo¬꒱
1479,{^.◉}
1480,|¬ᆺ⊙}
1481,|^.⊙}
1482,[^o˘:
1483,{◉oಠ:
1484,(ಠ.¬꒱
1485,[⚆.^|
1486,(⊙.^}
1487,(◉.^}
1488,{◉.¬}
1489,{¬.¬}
1490,(⚆o˘|
1491,ʕಠ.ʘ꒱
1492,:¬.⚆}
1493,ʕ⚆.¬}
1494,ʕ¬.◉|
1495,(˘.¬|
1496,[¬.⚆}
1497,[˘oಠ|
1498,[♥oಠ}
1499,{X.¬}
1500,꒰¬o˘}
1501,(X.◉}
1502,(ಠo^}
1503,:⚆ᆺʘ}
1504,:˘.⚆}
1505,|⚆o¬}
1506,[^ᆺ◉}
1507,|⊙.◕}
1508,{ʘ.⚆}
1509,(¬.⚆|
1510,꒰ʘo^}
1511,(^.⚆}
1512,:⚆.ಠ꒱
1513,꒰X.X}
1514,{⊙ʖ⊙}
1515,{⚆o^}
1516,{◉ᆺಠ}
1517,|◕.¬}
1518,[¬.⚆}
1519,{^.ಠ|
1520,|⚆.ಠ꒱
1521,(ʘ.ʘ}
1522,{👁o⚆|
1523,|˘.⚆}
1524,[¬.˘}
1525,[^ᆺ^}
1526,(^o˘|
1527,:^.^|
1528,(X.¬}
1529,[^ʖಠ}
1530,:ಠo⊙|
1531,{^.◉}
1532,:◉.ಠ✿
1533,{♥.⊙|
1534,[◉෴⚆:
1535,✿◉ʖ¬}
1536,{˘.˘}
1537,|⚆෴⚆}
1538,(^.⚆}
1539,|⚆.⚆}
1540,[⚆.˘}
1541,[^o⊙:
1542,{⚆.¬:
1543,(⚆.⚆}
1544,✿⊙.◉|
1545,|¬.^}
1546,:ಥ.˘}
1547,✿⚆.˘:
1548,:ಠ.¬}
1549,{⊙.¬}
1550,:˘.♥}
1551,꒰ಠo˘}
1552,(ಠo⊙|
1553,|¬.⚆}
1554,{ಠ.¬}
1555,(¬.⚆}
1556,[◉.⚆:
1557,[ಠ.♥}
1558,(♥oಠ}
1559,[⚆o♥꒱
1560,|ಥ.^}
1561,(¬ᆺ⚆}
1562,[¬o⚆}
1563,{^.^}
1564,(^.👁}
1565,(ಠo¬|
1566,(¬o⚆|
1567,(ʘ.👁|
1568,|˘.^}
1569,[˘.˘|
1570,(¬o˘}
1571,(˘.^}
1572,:⚆.^}
1573,[⚆.˘|
1574,꒰X.⊙}
1575,(^.⚆}
1576,:⊙益¬:
1577,(⊙o˘}
1578,(◉o⊙}
1579,(⚆.ʘ|
1580,{◉ʖ¬}
1581,(⚆o◉:
1582,(˘o◉}
1583,[˘ᆺʘ}
1584,|Xo˘}
1585,{⚆.¬|
1586,[˘ʖಠ}
1587,(^.^}
1588,|ಠ.◕}
1589,[ʘ.˘}
1590,|♥.ಥ}
1591,:⚆o◉}
1592,[^ʖX✿
1593,|^.^}
1594,|⚆෴X}
1595,✿˘o⊙ʔ
1596,꒰^oX|
1597,|¬.ʘ꒱
1598,ʕ◉ᴥ^}
1599,|⚆.¬}
1600,{¬.˘}
1601,{^o¬|
1602,{ಠ.˘}
1603,:⊙.˘|
1604,(◉.👁꒱
1605,(^.X}
1606,✿^.ಥ}
1607,{¬.👁}
1608,:¬.¬}
1609,{ಠ.˘}
1610,[◉.X:
1611,[⚆o˘}
1612,{⚆.⚆:
1613,(♥.^꒱
1614,✿¬o⚆|
1615,[ಠ.˘}
1616,:¬.^}
1617,|X.◉}
1618,:X.ʘ|
1619,:¬oಠ|
1620,{¬.ʘ:
1621,[^.˘:
1622,{♥.⚆}
1623,{ಠo^}
1624,[˘o⊙}
1625,[¬oX}
1626,[^oʘ}
1627,|ಥ.¬:
1628,(⚆o⚆|
1629,[^o¬}
1630,{◉.⚆}
1631,(⚆.˘:
1632,|ಠ益^}
1633,[⚆.⚆|
1634,:˘.ʘ}
1635,{ಠ.ಠ}
1636,[^益◉}
1637,(⚆.⊙}
1638,|^.ಠ}
1639,(👁.⊙}
1640,(ಥ.¬}
1641,(♥.˘}
1642,|^.ಠ}
1643,[^.¬}
1644,|^.˘}
1645,[ಠ.👁:
1646,✿♥ᆺ¬}
1647,{¬.¬:
1648,|^.♥}
1649,{ಠ.¬}
1650,(⚆.👁:
1651,|^.◉}
1652,:^.^}
1653,|ಠo⚆}
1654,[^ᆺ◉✿
1655,|⊙o^}
1656,ʕ◉ᴥ⚆}
1657,(◉ᆺ⊙:
1658,(^.¬}
1659,:^o◕|
1660,|◉.⚆✿
1661,(◉.⊙}
1662,{⊙oಠ|
1663,(◕.⊙:
1664,{⚆ᆺ⚆}
1665,(♥.◉|
1666,:⚆ᆺ^}
1667,(◉.ಠ}
1668,[⊙.¬ʔ
1669,(ಥ.ಠ}
1670,[X.◉}
1671,|˘.ʘ:
1672,|ಠ.◉|
1673,[X.⊙|
1674,{^.¬}
1675,[^.¬}
1676,|^o^}
1677,|˘.ಠ|
1678,{ಥ益˘|
1679,[⊙.⊙}
1680,{X.⊙|
1681,|¬.^|
1682,(⊙.⚆|
1683,ʕಠ.◉:
1684,|◉.👁|
1685,{ಠ.^}
1686,(ಠ.◉|
1687,|˘.ʘ}
1688,(◉.¬}
1689,(^.^}
1690,:¬.¬}
1691,(¬.¬}
1692,[⚆.ಠ|
1693,[ಠ.⚆}
1694,[˘o˘|
1695,{ಠo⚆✿
1696,ʕ^.ʘ}
1697,|X.⚆}
1698,|˘.^✿
1699,:◉.ʘ}
1700,[˘.˘}
1701,:¬o¬}
1702,|⚆.^|
1703,|⊙.⚆:
1704,{˘ʖ⊙:
1705,{⚆.⊙꒱
1706,[¬益^}
1707,(⊙ᆺ¬|
1708,[¬ʖ⚆|
1709,|¬.^}
1710,{ʘ.◉}
1711,(⊙.X|
1712,|¬.⊙}
1713,:^ʖX}
1714,{⚆.ಠ}
1715,[◕.^}
1716,|⊙ᆺ⊙}
1717,(¬.^:
1718,|˘.¬}
1719,|◉o¬}
1720,|◉.¬}
1721,(X.¬}
1722,[Xᆺ^}
1723,{⚆.¬}
1724,[⚆.˘:
1725,[◉.⚆}
1726,|⚆ʖ˘✿
1727,{⚆.¬}
1728,(⊙.X:
1729,|ಠo¬}
1730,[Xo👁|
1731,{¬෴ʘ}
1732,{ಠ.ಠ}
1733,{⊙.˘}
1734,|◕oX|
1735,{ಠʖ⊙:
1736,|^.X}
1737,{◉.^}
1738,[⚆.⚆}
1739,{^o⊙}
1740,(ಠ.¬}
1741,✿¬.◉}
1742,[˘.^|
1743,[⚆.ʘ|
1744,꒰^.⊙}
1745,[ಠ.¬}
1746,(˘.ಠ}
1747,(^.¬|
1748,|˘.👁}
1749,[Xo˘:
1750,{¬o¬}
1751,{⚆益˘}
1752,:˘o⊙}
1753,|ʘ.◉:
1754,✿⊙oʘ:
1755,(ʘ.˘}
1756,[👁oX:
1757,:⚆.ʘ:
1758,꒰⚆ᆺX}
1759,꒰⚆.♥}
1760,(ಥ.⚆|
1761,✿^o˘}
1762,|ಠᆺ⚆}
1763,[⊙ᆺ⚆}
1764,|^.¬}
1765,{ಠʖʘ}
1766,{ಠ.˘}
1767,|^.👁}
1768,{⚆o⚆}
1769,[⊙oಠ}
1770,ʕ^o¬꒱
1771,|⊙oಥ}
1772,|⚆ᆺ◉}
1773,{X.ಥ}
1774,[⊙.ಠ}
1775,:˘.¬}
1776,✿⚆o◉|
1777,|ಥ.⚆|
1778,[¬.◉|
1779,:ಠ.^}
1780,(¬.⊙}
1781,|˘.⊙}
1782,{˘.^}
1783,{ʘ.˘}
1784,(^.˘}
1785,|ʘo¬}
1786,|¬ʖX:
1787,(◉.⚆}
1788,{⚆o^|
1789,(⊙.♥}
1790,(⚆.^:
1791,(^.ಠ:
1792,|♥.˘}
1793,(⚆ᆺ⚆}
1794,|◕ᆺ⊙}
1795,[X.⚆}
1796,꒰ʘ.ಠ}
1797,[^o¬|
1798,|¬.¬}
1799,{^.^|
1800,{◉.ಥ}
1801,|¬.¬}
1802,{⚆.⊙}
1803,[˘.^}
1804,꒰^o¬}
1805,(ಠ.ಥ}
1806,[˘益˘:
1807,:^ʖ⚆:
1808,[ʘ.⊙}
1809,(^oಠ:
1810,{◉.¬}
1811,:◉.◉|
1812,|⚆.^}
1813,{¬.ಠ}
1814,|⊙.◉|
1815,꒰˘.ʘ}
1816,{⚆.˘}
1817,(👁.◉}
1818,[^.˘|
1819,|ಥ.^|
1820,[ಠ.˘}
1821,{ʘ.X꒱
1822,:ಠ.ಠ✿
1823,[¬o^}
1824,|^.^|
1825,:^.♥|
1826,(◉ᆺ˘:
1827,|˘.¬}
1828,[X.ಠ}
1829,|¬.ಥ|
1830,✿◉.♥}
1831,[ಠᆺ^}
1832,(⊙.♥}
1833,(X.ಠ}
1834,(⚆ᆺ^|
1835,|♥.¬}
1836,[^ᴥ♥}
1837,[◉.👁}
1838,[ಠ.¬}
1839,{¬.¬}
1840,(♥o˘}
1841,[X益◉}
1842,(¬o^}
1843,|ಥ.ಥ}
1844,:^.^:
1845,(ಠ.⚆:
1846,|⚆.¬:
1847,|◉෴^}
1848,[◉.ʘ}
1849,✿⊙.¬}
1850,{^oX}
1851,:♥.♥|
1852,{◉.⚆}
1853,|^ᆺX|
1854,{Xo⊙}
1855,|👁.˘}
1856,:˘.⊙|
1857,[⚆.ಠ|
1858,[ʘo⊙ʔ
1859,[ʘ.^꒱
1860,{¬.◉|
1861,(⊙ʖಠ|
1862,|⚆ᆺ˘:
1863,:◉.^}
1864,|◉.◉}
1865,{ʘo⚆|
1866,[˘.ಥ}
1867,ʕXʖʘ}
1868,{¬.^}
1869,|^o◉|
1870,꒰⊙.⚆:
1871,|¬.⚆}
1872,{X.˘}
1873,[^෴^}
1874,:¬.ಠ|
1875,[ʘ.ʘ꒱
1876,{◉.¬}
1877,(⚆.^}
1878,[ʘ.¬}
1879,(ಠ.⊙}
1880,{¬oಠ|
1881,:^.^}
1882,꒰¬.¬}
1883,(ಠ.⊙:
1884,(ʘ෴ಥ}
1885,(˘.^}
1886,[˘.^|
1887,ʕ^o¬|
1888,{^.^✿
1889,|^ᆺ⊙ʔ
1890,(⊙.^}
1891,[^.⚆:
1892,|⊙ʖ^✿
1893,{¬.ಠ|
1894,{^.♥|
1895,:ಠo˘:
1896,|¬.˘|
1897,(◉.◉:
1898,{^ʖ◉}
1899,(ಠ.ʘ|
1900,:^.⚆}
1901,{⚆.⊙✿
1902,[¬o♥}
1903,(^.⚆}
1904,{♥.^:
1905,(˘.¬}
1906,[ʘ.♥}
1907,ʕ◉.⊙|
1908,{⚆.˘}
1909,[◉෴⚆}
1910,(⚆.¬}
1911,(ʘ.¬|
1912,{⚆.˘}
1913,[⚆.👁|
1914,:^.⚆꒱
1915,(⚆oಠ}
1916,[♥.¬}
1917,{˘.^|
1918,꒰¬.⊙|
1919,|^.⚆|
1920,[˘o˘}
1921,꒰♥.^|
1922,{¬ᆺಠ}
1923,|˘.⚆}
1924,[♥.^}
1925,[ಠ.⚆}
1926,(ಠᴥ˘:
1927,:¬oX|
1928,(ಠᆺ⚆:
1929,(˘.¬|
1930,[¬o˘}
1931,{^ᆺಠ|
1932,[^.¬}
1933,ʕ⊙.⚆}
1934,|◉.^}
1935,{ʘ.⊙|
1936,(˘ʖʘ}
1937,(⊙.¬}
1938,{¬.⊙}
1939,(¬ᆺ⊙}
1940,|^.^}
1941,[^o👁}
1942,(ಠᆺ♥}
1943,(˘.⊙|
1944,[˘.¬}
1945,(ಥʖ◉}
1946,[◉ᆺ˘:
1947,|◉.^:
1948,{^.⊙}
1949,:ಠ.ʘ}
1950,(ʘ.ಥ}
1951,{◕.^}
1952,꒰ʘ.^}
1953,(¬.^:
1954,(¬.ಠ}
1955,|ಠ.^|
1956,:◕.⊙}
1957,|^.˘꒱
1958,|ಠ.◉|
1959,(◉.ಥ}
1960,:X.ಠ}
1961,(ಠoಥ}
1962,|⚆.ಠ|
1963,|⚆.^}
1964,(ಠʖ^}
1965,[◉ᆺ^|
1966,[¬.👁}
1967,{ಠ.^|
1968,(ಠ.⊙}
1969,(˘.⊙}
1970,|ಠ.X}
1971,:^ᆺ◉}
1972,[¬.♥꒱
1973,(ಠ.ಠ}
1974,(⚆o˘}
1975,{˘o^:
1976,:¬.¬}
1977,(^o^:
1978,꒰ಠ.⊙}
1979,[◉.◉|
1980,|⚆.^}
1981,{♥෴⚆}
1982,{¬.X:
1983,{ಠ.ಥ}
1984,[◉ʖ⚆|
1985,꒰˘o⚆}
1986,:¬.⚆|
1987,[ಠ.⊙}
1988,[^෴^:
1989,[ಠ.˘}
1990,:ʘ.ಠ✿
1991,{⚆.◉}
1992,{X.¬}
1993,[^.◉}
1994,|◉o˘|
1995,[◉.¬|
1996,:^ᆺ⊙:
1997,{^.👁|
1998,|^oX|
1999,[^ʖ¬|
2000,:⊙o⚆|
2001,✿ʘ.⊙}
2002,:¬ᴥ⚆}
2003,{⊙.👁}
2004,{⊙.◉}
2005,{^ᆺ˘:
2006,|¬.ಠ}
2007,(Xᆺ◉}
2008,:◉.⚆:
2009,:^ʖ¬}
2010,|◉.X}
2011,|ಠ.ಠ:
2012,[♥.^}
2013,(^o¬:
2014,{¬.ಠ✿
2015,{^.⚆}
2016,(Xo¬}
2017,{ಠo¬}
2018,ʕಠ.⚆}
2019,[^.⚆}
2020,✿⊙.◉}
2021,{👁ᆺ¬}
2022,(⚆.˘:
2023,|👁o¬}
2024,|Xo^}
2025,[◉.¬}
2026,✿¬.◉}
2027,|⚆o¬}
2028,[ಠ.˘}
2029,(⊙.ಠ|
2030,(˘o^꒱
2031,{♥ʖX}
2032,|⚆.˘}
2033,|¬.X}
2034,[ʘo¬}
2035,[˘.¬:
2036,{⊙.⚆|
2037,[ʘ益¬}
2038,[X.¬✿
2039,[◉ʖ^|
2040,꒰ಥ.⊙:
2041,|ಥo^}
2042,{⚆.^}
2043,:⚆.◉}
2044,(ಠ.◉}
2045,(⚆.⚆|
2046,[⚆.⚆}
2047,꒰⚆.◉}
2048,:^.⚆}
2049,:¬.˘}
2050,|ಥ.◉}
2051,|⚆ᆺ⊙}
2052,(ಠᴥ¬}
2053,{⚆.¬|
2054,|¬.⚆:
2055,[¬.ʘ}
2056,{ಠ.^:
2057,(˘.ಠ}
2058,(⚆ᴥ^|
2059,{ʘ.˘꒱
2060,{˘.◉|
2061,:Xʖʘ}
2062,[⊙.X:
2063,[^.⚆}
2064,[¬oಠ}
2065,{^.¬}
2066,:⚆.ʘ|
2067,[⚆ʖಠ}
2068,{^.˘|
2069,(⚆.¬:
2070,[♥ʖಠ|
2071,[◉.˘|
2072,|¬෴^꒱
2073,[⊙.⚆}
2074,|^ʖ◉}
2075,{⚆ᆺ♥}
2076,|¬.¬}
2077,(ಠᆺಠ✿
2078,[⊙.ಠ}
2079,{Xo¬:
2080,(♥o⚆|
2081,{¬ᆺ^}
2082,[ಠ.X|
2083,(ʘ.⚆|
2084,|⊙.¬ʔ
2085,{ಠ.^}
2086,|¬o˘}
2087,[ʘʖʘ}
2088,[˘.⚆:
2089,ʕ⚆.◉}
2090,|◉.⚆}
2091,{¬.◉}
2092,[¬oX}
2093,[^.ಥ}
2094,:ʘ.⚆}
2095,:^.ಠ}
2096,(¬.X}
2097,꒰◉.¬}
2098,|ʘ.⚆}
2099,|ಥo¬꒱
2100,[ಠ.⊙}
2101,|ಠ.⚆}
2102,|¬o⚆}
2103,꒰ಠʖ^}
2104,(⚆o^}
2105,|¬.ʘ}
2106,(˘o♥}
2107,{¬෴⊙|
2108,(^.⚆꒱
2109,(¬.♥}
2110,{ಠ.¬}
2111,(^.¬|
2112,(⊙.◉|
2113,[ಠ.^}
2114,|◉.¬}
2115,|˘.⚆}
2116,|X.⊙}
2117,|¬.ಠ}
2118,(◕ʖ⊙}
2119,[ಠ.¬|
2120,{^o◉}
2121,(♥.˘}
2122,[ಠ.ಠ}
2123,{^.˘꒱
2124,{X.X}
2125,{ಠ.◉}
2126,|˘.^:
2127,|˘.^:
2128,|˘.^:
2129,(^.¬}
2130,|ʘ.X}
2131,|⊙.¬|
2132,[⊙o¬}
2133,(⚆.⊙}
2134,[^o¬|
2135,|X.¬}
2136,꒰¬.˘}
2137,(^.⚆:
2138,[👁ʖ⚆}
2139,[👁ʖ⚆}
2140,|⚆oʘ}
2141,{⚆ᆺ^|
2142,|⊙.ʘ}
2143,:⊙.X:
2144,(ʘ.^}
2145,[⚆o^}
2146,{ʘ.⊙:
2147,|⚆ᴥ¬}
2148,:^ᆺ⊙}
2149,|ಠ.⊙|
2150,|¬.¬|
2151,:⊙.˘ʔ
2152,(X.⚆}
2153,|⚆o⊙:
2154,(˘.⊙:
2155,|⚆.⚆|
2156,{X.ʘ}
2157,{◉.¬}
2158,|◉ʖ◉}
2159,|◉ʖ◉}
2160,꒰ಠ.♥}
2161,|ಠ.⊙:
2162,꒰X.⚆}
2163,:⚆.˘|
2164,{⊙.⚆|
2165,|◉.👁|
2166,|X෴ಠ}
2167,:◉o◉:
2168,:^o^}
2169,|◉.⚆}
2170,[⊙.👁}
2171,{◉෴ಠ}
2172,|X.¬}
2173,{⚆.ಥ}
2174,{˘ʖ⊙}
2175,|◉෴¬:
2176,[¬.˘}
2177,{¬.ʘ}
2178,(⊙.^}
2179,꒰˘.◉}
2180,ʕಠ.˘}
2181,[⚆.^:
2182,|¬o◉|
2183,{˘.¬|
2184,[X.ಠ}
2185,{^.^|
2186,[ಠ෴♥✿
2187,{¬.¬}
2188,ʕ⚆.¬|
2189,:♥.⊙✿
2190,|ಠʖ^}
2191,[^ʖ◉}
2192,:^o^:
2193,(ಥ.ಠ:
2194,(⊙.👁}
2195,:⚆ᴥ⊙|
2196,|ಠoಠ}
2197,(ಠ.👁}
2198,{ಠ.◉:
2199,{ಠᆺ^|
2200,|◉.♥}
2201,{¬o⚆}
2202,|⚆.^}
2203,:˘.ಠ|
2204,[◉o⊙}
2205,{¬o◉}
2206,꒰˘.◉:
2207,(ʘʖ˘}
2208,(¬.^}
2209,|¬.ಠ:
2210,[˘.⊙|
2211,|⚆.^|
2212,(¬oಥ}
2213,|⊙.ಠ}
2214,:¬o¬}
2215,{¬෴◉}
2216,(ಥ.⚆}
2217,{^.X}
2218,{ʘ.¬|
2219,|⚆.^}
2220,|˘.¬|
2221,{˘.^}
2222,|¬ᆺ¬|
2223,|^.⚆}
2224,꒰⚆.ʘ✿
2225,|˘o¬}
2226,[ಠ.◉}
2227,:ಠ.◉✿
2228,|⚆ᴥ˘}
2229,|Xo˘}
2230,꒰♥o👁}
2231,{¬.ʘ|
2232,(^.ಠ|
2233,{^.^}
2234,{♥o^}
2235,[˘ᆺಠ꒱
2236,|⚆.ಠ}
2237,✿⊙.♥}
2238,{⚆ᆺ¬|
2239,|˘.◉}
2240,[^.^}
2241,{ʘ.¬}
2242,:◉.¬}
2243,(¬o⚆✿
2244,|˘.ಠ|
2245,|˘.◕}
2246,:ಠ.⊙}
2247,(ಠ.ಠ}
2248,|⊙.^}
2249,[^.^ʔ
2250,{◉෴◉}
2251,|◉෴◉}
2252,[Xoʘ}
2253,|ಠ.ಠ}
2254,{⚆.⚆}
2255,[⚆.˘:
2256,{⚆.¬|
2257,|ಠ.˘}
2258,(^.👁}
2259,|¬.👁}
2260,(⊙o⊙|
2261,[⊙o˘}
2262,|Xo👁꒱
2263,✿^.¬|
2264,(^.ಠ}
2265,{◉.ಠ}
2266,|👁.◕}
2267,(◉益ಠ}
2268,{ʘ.˘|
2269,[♥ʖ♥}
2270,(˘.˘}
2271,|ಠ.˘✿
2272,|ʘᆺ^|
2273,[◕.⚆:
2274,:^.⊙|
2275,|ʘ.⚆|
2276,[˘.ʘ✿
2277,[◉o⚆|
2278,(⚆.^|
2279,(¬.^}
2280,|⚆ʖ◉}
2281,꒰ಥ.X}
2282,{♥.^|
2283,[◉.^:
2284,[¬.◉|
2285,[◉ᆺ^}
2286,{◉oʘ}
2287,(ಠ.⚆}
2288,(¬.^}
2289,[˘.◉}
2290,[^ᆺ˘}
2291,:ಠ.^|
2292,|⚆.⊙}
2293,꒰ಠo⊙✿
2294,(ʘ෴ಥ}
2295,|⚆.˘}
2296,[ʘo⊙}
2297,(¬.⚆}
2298,(X.⚆}
2299,{X.˘}
2300,[ಠ.⚆}
2301,{ಠ.⚆|
2302,(Xo◉}
2303,[^.ಥ}
2304,|ಥo^|
2305,[^.X}
2306,(¬.⚆}
2307,✿⚆o◉}
2308,(⚆o¬|
2309,(◉.^}
2310,:ಠ.ʘ}
2311,:˘.◉}
2312,(◉.ಥ}
2313,(^.◉}
2314,(◉ᆺ◉}
2315,[¬.ಠ|
2316,(˘.˘|
2317,|⊙.◉:
2318,{X.♥:
2319,[¬.⊙}
2320,(♥.◉|
2321,:¬.¬}
2322,:⚆.¬|
2323,|^o⚆}
2324,{¬ᆺಠ|
2325,[⚆.◉✿
2326,[^ᆺ⊙}
2327,(ಥ.⚆}
2328,[⚆.♥}
2329,✿ಥ.˘|
2330,[¬o◉|
2331,:⊙o^}
2332,:ಠ.˘|
2333,(^.ಠ}
2334,|⚆.X|
2335,[⚆o◉}
2336,:♥.◉}
2337,✿˘.⚆}
2338,{˘o^}
2339,[^.¬|
2340,꒰◉.˘|
2341,[⚆ᴥ⊙:
2342,{ಠᆺ⊙}
2343,[^.⊙}
